query_id,verse_id,query,positive,query_language,positive_language
BG_6_30_en_sa,BG_6_30,"He who sees Mepresent in all beings, and all beings existing within Me, never loses sight of Me, and I never lose sight of him.",यो मां पश्यति सर्वत्र सर्वं च मयि पश्यति |तस्याहं न प्रणश्यामि स च मे न प्रणश्यति |,english,sanskrit
BG_6_31_sa_en,BG_6_31,सर्वभूतस्थितं यो मां भजत्येकत्वमास्थितः |सर्वथा वर्तमानोऽपि स योगी मयि वर्तते |,"The Yogi who is established in union with Me, and worships Me as residing in all beings; abides in Me; no matter what he does.",sanskrit,english
BG_6_31_en_sa,BG_6_31,"The Yogi who is established in union with Me, and worships Me as residing in all beings; abides in Me; no matter what he does.",सर्वभूतस्थितं यो मां भजत्येकत्वमास्थितः |सर्वथा वर्तमानोऽपि स योगी मयि वर्तते |,english,sanskrit
BG_6_32_sa_en,BG_6_32,आत्मौपम्येन सर्वत्र समं पश्यति योऽर्जुन |सुखं वा यदि वा दुःखं स योगी परमो मतः |,"Arjuna, he who looks on all as one, on the analogy of his own self, and looks upon the joy and sorrow of all with a similar eye,—such a Yogi is deemed the highest of all.",sanskrit,english
BG_6_32_en_sa,BG_6_32,"Arjuna, he who looks on all as one, on the analogy of his own self, and looks upon the joy and sorrow of all with a similar eye,—such a Yogi is deemed the highest of all.",आत्मौपम्येन सर्वत्र समं पश्यति योऽर्जुन |सुखं वा यदि वा दुःखं स योगी परमो मतः |,english,sanskrit
BG_6_35_sa_en,BG_6_35,श्रीभगवानुवाच |असंशयं महाबाहो मनो दुर्निग्रहं चलम् |अभ्यासेन तु कौन्तेय वैराग्येण च गृह्यते |,"Shree Bhagavan said: The mind is restless no doubt; and difficult to curb, Arjuna; but it can be brought under control by repeated practiceand by the exercise of dispassion, O son of Kunti.",sanskrit,english
BG_6_35_en_sa,BG_6_35,"Shree Bhagavan said: The mind is restless no doubt; and difficult to curb, Arjuna; but it can be brought under control by repeated practiceand by the exercise of dispassion, O son of Kunti.",श्रीभगवानुवाच |असंशयं महाबाहो मनो दुर्निग्रहं चलम् |अभ्यासेन तु कौन्तेय वैराग्येण च गृह्यते |,english,sanskrit
BG_6_36_sa_en,BG_6_36,असंयतात्मना योगो दुष्प्राप इति मे मतिः |वश्यात्मना तु यतता शक्योऽवाप्तुमुपायतः |,"My opinion is that yoga is painful for one whose mind is uncontrolled; but for one whose mind is controlled, it is possible to attain yoga without any difficulty. Yoga is difficult of achievement for one whose mind is not subdued; by him; however who has the mind under control, and is ceaselessly striving, it can be easily attained through practice. Such is My conviction.",sanskrit,english
BG_6_36_en_sa,BG_6_36,"My opinion is that yoga is painful for one whose mind is uncontrolled; but for one whose mind is controlled, it is possible to attain yoga without any difficulty. Yoga is difficult of achievement for one whose mind is not subdued; by him; however who has the mind under control, and is ceaselessly striving, it can be easily attained through practice. Such is My conviction.",असंयतात्मना योगो दुष्प्राप इति मे मतिः |वश्यात्मना तु यतता शक्योऽवाप्तुमुपायतः |,english,sanskrit
BG_6_37_sa_en,BG_6_37,अर्जुन उवाच |अयतिः श्रद्धयोपेतो योगाच्चलितमानसः |अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति |,"Arjuna said: Krishna, what becomes of the soul who, though endowed with faith, has not been able to subdue his passions, and whose mind is therefore diverted from Yoga, and who thus fails to reach perfection in Yoga?",sanskrit,english
BG_6_37_en_sa,BG_6_37,"Arjuna said: Krishna, what becomes of the soul who, though endowed with faith, has not been able to subdue his passions, and whose mind is therefore diverted from Yoga, and who thus fails to reach perfection in Yoga?",अर्जुन उवाच |अयतिः श्रद्धयोपेतो योगाच्चलितमानसः |अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति |,english,sanskrit
BG_6_38_sa_en,BG_6_38,कच्चिन्नोभयविभ्रष्टश्छिन्नाभ्रमिव नश्यति |अप्रतिष्ठो महाबाहो विमूढो ब्रह्मणः पथि |,"Krishna, strayed from the path leading to God-Realization and without anything to stand upon, is he not lost like the torn cloud, deprived of both God-Realization and heavenly enjoyment?",sanskrit,english
